rating,cleaned_reviews,category,cleaned_reviews_1,polarity
1.0,worst camera qualiti like megapixel camera photo worst slightli zoom photo see blurryprevi use megapixel amera phone photo good,Negative,"['bad', 'camera', 'qualiti', 'like', 'megapixel', 'camera', 'photo', 'bad', 'slightli', 'zoom', 'photo', 'blurryprevi', 'use', 'megapixel', 'amera', 'phone', 'photo', 'good']",-0.43333333333333335
1.0,ghz wifi band mobil miser even previou mobil samsung bought ghz wifi big comedi,Negative,"['ghz', 'wifi', 'band', 'mobil', 'miser', 'previou', 'mobil', 'samsung', 'buy', 'ghz', 'wifi', 'big', 'comedi']",0.0
1.0,dont receiv handset eject pin manual,Negative,"['receiv', 'handset', 'eject', 'pin', 'manual']",0.0
1.0,poor build qualityveri poor camera piclow qualiti phoneno return policyveri worst mobilejust make fool custom samsung amazon,Negative,"['poor', 'build', 'qualityveri', 'poor', 'camera', 'piclow', 'qualiti', 'phoneno', 'return', 'policyveri', 'bad', 'mobilejust', 'fool', 'custom', 'samsung', 'amazon']",-0.6
1.0,hit issu,Negative,"['hit', 'issu']",0.0
5.0,unbox phoneseem better one price segment nowjust check camera voic seem good one thing heavi weight may due batteryhop samsung live upto expect,Positive,"['unbox', 'phoneseem', 'well', 'price', 'segment', 'nowjust', 'check', 'camera', 'voic', 'good', 'thing', 'heavi', 'weight', 'batteryhop', 'samsung', 'live', 'upto', 'expect']",0.3028409090909091
1.0,worst product low qualiti never expect kind product samsung even though high end config doesnt look waycamera utterli disappoint never seen kind mobil recent past buy product bare returnrefund option accord return polici replac disappoint even advis dont wast money product,Negative,"['bad', 'product', 'low', 'qualiti', 'expect', 'kind', 'product', 'samsung', 'high', 'end', 'config', 'look', 'waycamera', 'utterli', 'disappoint', 'see', 'kind', 'mobil', 'recent', 'past', 'buy', 'product', 'bare', 'returnrefund', 'option', 'accord', 'return', 'polici', 'replac', 'disappoint', 'advis', 'wast', 'money', 'product']",0.019999999999999997
1.0,good batteri heat charg use mobil data camera averag mp true look like mp heavi weight thick okay mah display good phone rage term technolog display ratio overal averag price,Negative,"['good', 'batteri', 'heat', 'charg', 'use', 'mobil', 'data', 'camera', 'averag', 'true', 'look', 'like', 'heavi', 'weight', 'thick', 'okay', 'mah', 'display', 'good', 'phone', 'rage', 'term', 'technolog', 'display', 'ratio', 'overal', 'averag', 'price']",0.38999999999999996
1.0,phone total rubbish slowest respond camera good abruptli close youtub applic itselfand phone utter wast camera qualiti badnot happi producti want money back,Negative,"['phone', 'total', 'rubbish', 'slow', 'respond', 'camera', 'good', 'abruptli', 'close', 'youtub', 'applic', 'itselfand', 'phone', 'utter', 'wast', 'camera', 'qualiti', 'badnot', 'happi', 'producti', 'want', 'money']",0.175
5.0,perfect phone good speed decent spec outstand batteri life look devic also attract trust compani,Positive,"['perfect', 'phone', 'good', 'speed', 'decent', 'spec', 'outstand', 'batteri', 'life', 'look', 'devic', 'attract', 'trust', 'compani']",0.6222222222222222
1.0,disappoint samsung manufactur ghz support mobil cost newer day valu mobil also support dual bandi purchas samsung mobil support ghz band manufactur mobil support dual band shamefulthi cheat amazon mention detail product suggest dont buy use jiofib wifi,Negative,"['disappoint', 'samsung', 'manufactur', 'ghz', 'support', 'mobil', 'cost', 'new', 'day', 'valu', 'mobil', 'support', 'dual', 'bandi', 'purchas', 'samsung', 'mobil', 'support', 'ghz', 'band', 'manufactur', 'mobil', 'support', 'dual', 'band', 'shamefulthi', 'cheat', 'amazon', 'mention', 'detail', 'product', 'suggest', 'buy', 'use', 'jiofib', 'wifi']",0.0
1.0,dislik,Negative,['dislik'],0.0
3.0,media could load unboxingsamsungm unbox samsung galaxi samsunggalaxym unbox videonot impress mobil samsung current direct compet lgk moto g g peopl want purchas mobil go mobil market actor endors mobilerememb g come henc get much discount g mobil mobil manufactur clear stock need inform g mobil support g band g mobil support gtake exampl purchas mobil today month may need chang g mobil henc cost per month cost matter get high exchang valu even cost current g yet come india may yearend come high costpoint rememb purchas mobil mobil band support dual wifi support better graphic ppi matter henc check ppi valu mobil directli relat mobil display colour qualiti higher better check mobil camera f valu lower valu higher pictur qualiti less best mostli camera qualiti depend focal valu pixel android upgrad support import mobil useless within year rememb want mobil cannot upgrad android item weight height mobil lower better realli matter get pain hold mobil long time special old peopl mobil resolut higher better screen refresh rate higher better clean android instal also import manufactur cannot forc instal retain appm pro batteri fulli test yetandroid v oper system one ui nm power effici exyno octa core ghz hz screen refresh ratesamsung brand nonchinesegalaxi store supportdolbi atmo support current audio test go onm con p screen resolutionno ar support arcor absentresolut x pixel resolut low graphic ppi ppi colour gram dimens x x cmlcdpreinstal bloatwar cannot uninstal need disablehigh mobil f valu f headphon backcov extra accessoriesuod three daysbatteri still go hour daili voic call whatsapp mostli standbyso power monster batteri categori,Neutral,"['medium', 'load', 'unboxingsamsungm', 'unbox', 'samsung', 'galaxi', 'samsunggalaxym', 'unbox', 'videonot', 'impress', 'mobil', 'samsung', 'current', 'direct', 'compet', 'lgk', 'moto', 'peopl', 'want', 'purchas', 'mobil', 'mobil', 'market', 'actor', 'endor', 'mobilerememb', 'come', 'henc', 'discount', 'mobil', 'mobil', 'manufactur', 'clear', 'stock', 'need', 'inform', 'mobil', 'support', 'band', 'mobil', 'support', 'gtake', 'exampl', 'purchas', 'mobil', 'today', 'month', 'need', 'chang', 'mobil', 'henc', 'cost', 'month', 'cost', 'matter', 'high', 'exchang', 'valu', 'cost', 'current', 'come', 'india', 'yearend', 'come', 'high', 'costpoint', 'rememb', 'purchas', 'mobil', 'mobil', 'band', 'support', 'dual', 'wifi', 'support', 'well', 'graphic', 'ppi', 'matter', 'henc', 'check', 'ppi', 'valu', 'mobil', 'directli', 'relat', 'mobil', 'display', 'colour', 'qualiti', 'higher', 'well', 'check', 'mobil', 'camera', 'valu', 'low', 'valu', 'high', 'pictur', 'qualiti', 'good', 'mostli', 'camera', 'qualiti', 'depend', 'focal', 'valu', 'pixel', 'android', 'upgrad', 'support', 'import', 'mobil', 'useless', 'year', 'rememb', 'want', 'mobil', 'upgrad', 'android', 'item', 'weight', 'height', 'mobil', 'lower', 'well', 'realli', 'matter', 'pain', 'hold', 'mobil', 'long', 'time', 'special', 'old', 'peopl', 'mobil', 'resolut', 'higher', 'well', 'screen', 'refresh', 'rate', 'higher', 'well', 'clean', 'android', 'instal', 'import', 'manufactur', 'forc', 'instal', 'retain', 'appm', 'pro', 'batteri', 'fulli', 'test', 'yetandroid', 'oper', 'system', 'power', 'effici', 'exyno', 'octa', 'core', 'ghz', 'screen', 'refresh', 'ratesamsung', 'brand', 'nonchinesegalaxi', 'store', 'supportdolbi', 'atmo', 'support', 'current', 'audio', 'test', 'onm', 'con', 'screen', 'resolutionno', 'support', 'arcor', 'absentresolut', 'pixel', 'resolut', 'low', 'graphic', 'ppi', 'ppi', 'colour', 'gram', 'dimen', 'cmlcdpreinstal', 'bloatwar', 'uninstal', 'need', 'disablehigh', 'mobil', 'valu', 'headphon', 'backcov', 'extra', 'accessoriesuod', 'daysbatteri', 'hour', 'daili', 'voic', 'whatsapp', 'mostli', 'standbyso', 'power', 'monster', 'batteri', 'categori']",0.19025510204081636
1.0,self camera like mega pixel,Negative,"['self', 'camera', 'like', 'mega', 'pixel']",0.0
2.0,product specif pardisplay averagecamera qualiti okayit doesnt support ghz wifi mention anywher pleas make sure buy,Negative,"['product', 'specif', 'pardisplay', 'averagecamera', 'qualiti', 'okayit', 'support', 'ghz', 'wifi', 'mention', 'anywher', 'pleas', 'sure', 'buy']",0.5
1.0,user experi pathet cheap phone fill brim bloatwar cant removeyour better get mi phone far better uialso cant return garbag phone samsung dont list softwar issueil look instal lineag os degoogl phone use that easier said done,Negative,"['user', 'experi', 'pathet', 'cheap', 'phone', 'fill', 'brim', 'bloatwar', 'removeyour', 'well', 'phone', 'far', 'well', 'uialso', 'return', 'garbag', 'phone', 'samsung', 'list', 'softwar', 'issueil', 'look', 'instal', 'lineag', 'degoogl', 'phone', 'use', 'easier', 'say']",0.375
1.0,name sake cam batteri mp mah come realiti poor weight phone also almost gm smart phone hard phone top menu bar besid front cam respond sometim,Negative,"['sake', 'cam', 'batteri', 'mah', 'come', 'realiti', 'poor', 'weight', 'phone', 'smart', 'phone', 'hard', 'phone', 'menu', 'bar', 'besid', 'cam', 'respond', 'sometim']",0.005654761904761885
5.0,satisfi experi devic farpro long batteri life moder user everyth except game said batteri last full day decent camera price pictur satisfactori could better respons finger print sensor good sound qualiti although dolbi impact much pronounc ui great snappi lot custom option display good smooth hz refresh rate make differ fast charg work finecon weight phone heavier side gm display could full hd p led notif light though app job amol screenoveral good packag,Positive,"['satisfi', 'experi', 'devic', 'farpro', 'long', 'batteri', 'life', 'moder', 'user', 'everyth', 'game', 'say', 'batteri', 'day', 'decent', 'camera', 'price', 'pictur', 'satisfactori', 'well', 'respons', 'finger', 'print', 'sensor', 'good', 'sound', 'qualiti', 'dolbi', 'impact', 'pronounc', 'great', 'snappi', 'lot', 'custom', 'option', 'display', 'good', 'smooth', 'refresh', 'rate', 'differ', 'fast', 'charg', 'work', 'finecon', 'weight', 'phone', 'heavy', 'display', 'lead', 'notif', 'light', 'app', 'job', 'amol', 'screenoveral', 'good', 'packag']",0.3385416666666667
1.0,horribl product,Negative,"['horribl', 'product']",0.0
1.0,good mobilequit heavi weight obvious feel weight gm far exceed accept rang definit use paperweightnoth special screen processor camera alsojust market gimmick samsungstay away k deserv far better,Negative,"['good', 'mobilequit', 'heavi', 'weight', 'obvious', 'feel', 'weight', 'far', 'exceed', 'accept', 'rang', 'definit', 'use', 'paperweightnoth', 'special', 'screen', 'processor', 'camera', 'alsojust', 'market', 'gimmick', 'samsungstay', 'away', 'deserv', 'far', 'well']",0.29285714285714287
3.0,pro biggest advantag buy phone batteri life go bodi phone greatli built come matt finish make phone look realli goodcon choos phone four camera wrong give clariti even selfi camera also camera mark processor also mark use phone day start saw differ app sometim struggl display also markso gener suggest choos phone gener use good batteri back go itbut choos phone see quad camera left nothingthank youi hope like review,Neutral,"['pro', 'big', 'advantag', 'buy', 'phone', 'batteri', 'life', 'bodi', 'phone', 'greatli', 'build', 'come', 'matt', 'finish', 'phone', 'look', 'realli', 'goodcon', 'choos', 'phone', 'camera', 'wrong', 'clariti', 'selfi', 'camera', 'camera', 'mark', 'processor', 'mark', 'use', 'phone', 'day', 'start', 'see', 'differ', 'app', 'sometim', 'struggl', 'display', 'markso', 'gener', 'suggest', 'choos', 'phone', 'gener', 'use', 'good', 'batteri', 'itbut', 'choos', 'phone', 'quad', 'camera', 'leave', 'nothingthank', 'youi', 'hope', 'like', 'review']",0.04999999999999999
1.0,samsung worst phone hs mani glitch samsung doesnt even cleverli keep phone exchang deal want push flop phone set screen automat come home screen randomli thing play camera less mediocr sound qualiti bad redeem featur batteri life want long batteri everyth els substandard want return option want exchang anoth model ni option either think amazon samsung take us ride custom must rais voic malpractic amazon also allow substandard unverifi seller peddl junk mislead photo inform,Negative,"['samsung', 'bad', 'phone', 'mani', 'glitch', 'samsung', 'cleverli', 'phone', 'exchang', 'deal', 'want', 'push', 'flop', 'phone', 'set', 'screen', 'automat', 'come', 'home', 'screen', 'randomli', 'thing', 'play', 'camera', 'mediocr', 'sound', 'qualiti', 'bad', 'redeem', 'featur', 'batteri', 'life', 'want', 'long', 'batteri', 'everyth', 'el', 'substandard', 'want', 'return', 'option', 'want', 'exchang', 'anoth', 'model', 'option', 'think', 'amazon', 'samsung', 'ride', 'custom', 'rais', 'voic', 'malpractic', 'amazon', 'allow', 'substandard', 'unverifi', 'seller', 'peddl', 'junk', 'mislead', 'photo', 'inform']",-0.30333333333333334
5.0,real monster everyth awesom display processor everyth fingerprint work fast batteri life also realli huge favour camera qualiti theyr wrong camera qualiti awesom size pic goe mb main mp camera must buy product realli happi complain regard anyth,Positive,"['real', 'monster', 'everyth', 'awesom', 'display', 'processor', 'everyth', 'fingerprint', 'work', 'fast', 'batteri', 'life', 'realli', 'huge', 'favour', 'camera', 'qualiti', 'theyr', 'wrong', 'camera', 'qualiti', 'awesom', 'size', 'pic', 'goe', 'main', 'camera', 'buy', 'product', 'realli', 'happi', 'complain', 'regard', 'anyth']",0.09333333333333334
1.0,camera poor though mention mp look like mp,Negative,"['camera', 'poor', 'mention', 'look', 'like']",-0.4
4.0,give review usag daysi bought phone two req batteri camera batterybang last half day unnecessari app pre instal pleas remov one takatak snapchat absolut non sensei play call duti straight hour non stop batteri drain camera decent ok good click phonelast least made indiaif anyon look batteri phone go,Positive,"['review', 'usag', 'daysi', 'buy', 'phone', 'req', 'batteri', 'camera', 'batterybang', 'half', 'day', 'unnecessari', 'app', 'pre', 'instal', 'plea', 'remov', 'takatak', 'snapchat', 'absolut', 'non', 'sensei', 'play', 'duti', 'straight', 'hour', 'non', 'stop', 'batteri', 'drain', 'camera', 'decent', 'good', 'click', 'phonelast', 'indiaif', 'anyon', 'look', 'batteri', 'phone']",0.1571428571428571
1.0,look averag batteri life good go ahead need good brand name otherwis option avail market definit get disappoint camera actual mega pixel phone noth powerbank mp camera attach samsung must call back phone definit go kill brand name highli appreci amazon gut publish review open challeng amazon,Negative,"['look', 'averag', 'batteri', 'life', 'good', 'ahead', 'need', 'good', 'brand', 'otherwis', 'option', 'avail', 'market', 'definit', 'disappoint', 'camera', 'actual', 'mega', 'pixel', 'phone', 'noth', 'powerbank', 'camera', 'attach', 'samsung', 'phone', 'definit', 'kill', 'brand', 'highli', 'appreci', 'amazon', 'gut', 'publish', 'review', 'open', 'challeng', 'amazon']",0.27999999999999997
1.0,disappoint mobil phonepay googlepay app work properli number visibl half get overlappedand end type wrong pin number multipl time chang pin app day regularli use mobil onlin payment mobil use onlin payment due app issuesw tri return mobil amazon return polici date time found issu,Negative,"['disappoint', 'mobil', 'phonepay', 'googlepay', 'app', 'work', 'properli', 'number', 'visibl', 'half', 'overlappedand', 'end', 'type', 'wrong', 'pin', 'number', 'multipl', 'time', 'chang', 'pin', 'app', 'day', 'regularli', 'use', 'mobil', 'onlin', 'payment', 'mobil', 'use', 'onlin', 'payment', 'app', 'issuesw', 'tri', 'return', 'mobil', 'amazon', 'return', 'polici', 'date', 'time', 'find', 'issu']",-0.2638888888888889
4.0,chang review devic month usag final say bang buck awesom batteri life that want use basic social media call rest heavi work done primari devic camera averag ipad mp camera shoot better call true mpmi advic go gb variant gb acquir system overal,Positive,"['chang', 'review', 'devic', 'month', 'usag', 'final', 'bang', 'buck', 'awesom', 'batteri', 'life', 'want', 'use', 'basic', 'social', 'medium', 'rest', 'heavi', 'work', 'primari', 'devic', 'camera', 'averag', 'ipad', 'camera', 'shoot', 'well', 'true', 'mpmi', 'advic', 'variant', 'acquir', 'system', 'overal']",0.17666666666666667
5.0,use phone last one week notic posit neg thing itposit point fingerprint sensor fast love batteri backup mah amaz even use throughout day camera qualiti realli good pictur amaz day light larg display size inch run game smoothli low graphic set hz refresh rate feel smooth phone doesnt lag get heat use long time exyno nm highend processorneg point made hardcor game processor strong enough run game smoothli high graphic weight phone heavi bright level somewhat low compar phone display get around x pixel download well upload speed also low compar phone within price rang water resist gorilla glass screen protect satisfi phone camera qualiti batteri backup,Positive,"['use', 'phone', 'week', 'notic', 'posit', 'neg', 'thing', 'itposit', 'point', 'fingerprint', 'sensor', 'fast', 'love', 'batteri', 'backup', 'mah', 'amaz', 'use', 'day', 'camera', 'qualiti', 'realli', 'good', 'pictur', 'amaz', 'day', 'light', 'larg', 'display', 'size', 'inch', 'run', 'game', 'smoothli', 'low', 'graphic', 'set', 'refresh', 'rate', 'feel', 'smooth', 'phone', 'lag', 'heat', 'use', 'long', 'time', 'exyno', 'highend', 'processorneg', 'point', 'hardcor', 'game', 'processor', 'strong', 'run', 'game', 'smoothli', 'high', 'graphic', 'weight', 'phone', 'heavi', 'bright', 'level', 'somewhat', 'low', 'compar', 'phone', 'display', 'pixel', 'download', 'upload', 'speed', 'low', 'compar', 'phone', 'price', 'rang', 'water', 'resist', 'gorilla', 'glass', 'screen', 'protect', 'satisfi', 'phone', 'camera', 'qualiti', 'batteri', 'backup']",0.11807017543859646
2.0,phone good look doesnt support g wifi due download speed limit ndli camera uptonth mark mp around mp rd phone take hell lot time get charg handsfre box,Negative,"['phone', 'good', 'look', 'support', 'wifi', 'download', 'speed', 'limit', 'ndli', 'camera', 'uptonth', 'mark', 'phone', 'hell', 'lot', 'time', 'charg', 'handsfre', 'box']",0.2875
1.0,conveni skip mention amol display mention hz refresh rate touch respons faulti phone sar valu high despit exyno processor also conveni skip mention,Negative,"['conveni', 'skip', 'mention', 'amol', 'display', 'mention', 'refresh', 'rate', 'touch', 'respon', 'faulti', 'phone', 'sar', 'valu', 'high', 'despit', 'exyno', 'processor', 'conveni', 'skip', 'mention']",0.16
1.0,heat issuecamera dam badsensor issuesusb isuuedisplay bad look like old phone today gener displayamazon need improv softwar check devic think goodheat isuee phone phone take much time chargingsom time rear camera work properli scan qr code barcodeoveral phone like throw dustbin dont expect product like samsung bad experi samsung amazon also im sad review everyon pl dont buy product,Negative,"['heat', 'issuecamera', 'dam', 'badsensor', 'issuesusb', 'isuuedisplay', 'bad', 'look', 'like', 'old', 'phone', 'today', 'gener', 'displayamazon', 'need', 'improv', 'softwar', 'check', 'devic', 'think', 'goodheat', 'isuee', 'phone', 'phone', 'time', 'chargingsom', 'time', 'rear', 'camera', 'work', 'properli', 'scan', 'code', 'barcodeoveral', 'phone', 'like', 'throw', 'dustbin', 'expect', 'product', 'like', 'samsung', 'bad', 'experi', 'samsung', 'amazon', 'sad', 'review', 'everyon', 'buy', 'product']",-0.31999999999999995
3.0,phone hz display see lag brow navig app doesnt feel like hz mp true cam option select give noisi imag otherwis normal mode work averagebatteri excel work daysheat issu occur heavi usag normal mode wont notic itfront cam mp averageoveral took gb gb version k doesnt seem goodabov averag phone price,Neutral,"['phone', 'display', 'lag', 'brow', 'navig', 'app', 'feel', 'like', 'true', 'cam', 'option', 'select', 'noisi', 'imag', 'otherwi', 'normal', 'mode', 'work', 'averagebatteri', 'excel', 'work', 'daysheat', 'issu', 'occur', 'heavi', 'usag', 'normal', 'mode', 'notic', 'itfront', 'cam', 'averageoveral', 'take', 'version', 'goodabov', 'averag', 'phone', 'price']",0.21666666666666667
1.0,bought phone mother usag limit make call phone stay idl one requir shouldnt recharg regularli henc choos mah batteri phone happi first day gave day batteri life updat came spoilt everyth hour would discharg complet approach custom care custom care took remot access check log said see everyth healthi devic told even though log show everyth right doesnt translat physic see probabl convers almost min alway come point see problem first experi samsung phone last reason product bad custom support pathet get kind situat product well within week week would simpli wast money feel lucki buy exorbit product learnt lesson lesser cost,Negative,"['buy', 'phone', 'mother', 'usag', 'limit', 'phone', 'stay', 'idl', 'requir', 'recharg', 'regularli', 'henc', 'choos', 'mah', 'batteri', 'phone', 'happi', 'day', 'give', 'day', 'batteri', 'life', 'updat', 'come', 'spoilt', 'everyth', 'hour', 'discharg', 'complet', 'approach', 'custom', 'care', 'custom', 'care', 'take', 'remot', 'access', 'check', 'log', 'say', 'everyth', 'healthi', 'devic', 'tell', 'log', 'everyth', 'right', 'translat', 'physic', 'probabl', 'conver', 'min', 'alway', 'come', 'point', 'problem', 'experi', 'samsung', 'phone', 'reason', 'product', 'bad', 'custom', 'support', 'pathet', 'kind', 'situat', 'product', 'week', 'week', 'simpli', 'wast', 'money', 'feel', 'lucki', 'buy', 'exorbit', 'product', 'learn', 'lesson', 'less', 'cost']",0.09795918367346941
1.0,amazon hid review first day till stock sold allow write neg review wrote experi mani neg point reject still write pro con againpro ui amaz like lot better redmi moto nokia ui subject amaz batteri life get hr usag fulli chargedcon worst camera ever true mp bullst low light pic also worstfront camera also good serious slowmot timelaps basic featur camera doesnt support camera api mean cannot download gcam worst screen resolut everyon give super amol display full hd display happen samsung hz refresh rate gimmick nm processor also wast other give snapdragon processor samsung stuck exyno basic useless phone hang sometim phone bit heavi youll hard time weight like hold powerbank watt charger samsungupgrad bro wifi support ghz band ghz bandfin dont get deciev true mp nm processor hz refresh rate gimmick disappoint much disappoint worst thing return option amazon amazon broyou plan everyth well good job,Negative,"['amazon', 'hide', 'review', 'day', 'till', 'stock', 'sell', 'allow', 'write', 'neg', 'review', 'write', 'experi', 'mani', 'neg', 'point', 'reject', 'write', 'pro', 'con', 'againpro', 'amaz', 'like', 'lot', 'well', 'redmi', 'moto', 'nokia', 'subject', 'amaz', 'batteri', 'life', 'usag', 'fulli', 'chargedcon', 'bad', 'camera', 'true', 'bullst', 'low', 'light', 'pic', 'worstfront', 'camera', 'good', 'slowmot', 'timelap', 'basic', 'featur', 'camera', 'support', 'camera', 'api', 'mean', 'download', 'gcam', 'bad', 'screen', 'resolut', 'everyon', 'super', 'amol', 'display', 'display', 'happen', 'samsung', 'refresh', 'rate', 'gimmick', 'processor', 'wast', 'snapdragon', 'processor', 'samsung', 'stick', 'exyno', 'basic', 'useless', 'phone', 'hang', 'sometim', 'phone', 'bit', 'heavi', 'hard', 'time', 'weight', 'like', 'hold', 'powerbank', 'watt', 'charger', 'samsungupgrad', 'bro', 'wifi', 'support', 'ghz', 'band', 'ghz', 'bandfin', 'deciev', 'true', 'processor', 'refresh', 'rate', 'gimmick', 'disappoint', 'disappoint', 'bad', 'thing', 'return', 'option', 'amazon', 'amazon', 'broyou', 'plan', 'everyth', 'good', 'job']",-0.027083333333333338
1.0,media could load dont know amazon compromis qualiti deliv product evid nowaday recent got samsung product april exchang date april day phone display gone blur contin screen,Negative,"['medium', 'load', 'know', 'amazon', 'compromis', 'qualiti', 'deliv', 'product', 'evid', 'nowaday', 'recent', 'get', 'samsung', 'product', 'april', 'exchang', 'date', 'april', 'day', 'phone', 'display', 'go', 'blur', 'contin', 'screen']",0.0
1.0,reciev phone today observ lag lot unlik like samsung phone consid gb ram hang allcamera qualiti terriblelot heat issuesdo connect ghz wifionli replac option avail product refund choos product wise review feedbacksbad network qualiti catch mobil network,Negative,"['reciev', 'phone', 'today', 'observ', 'lag', 'lot', 'unlik', 'like', 'samsung', 'phone', 'consid', 'ram', 'hang', 'allcamera', 'qualiti', 'terriblelot', 'heat', 'issuesdo', 'connect', 'ghz', 'wifionli', 'replac', 'option', 'avail', 'product', 'refund', 'choos', 'product', 'wise', 'review', 'feedbacksbad', 'network', 'qualiti', 'catch', 'mobil', 'network']",0.7
